Confirmed cases,Country/Territory/Area,Days since last reported case,Total cases with possible or confirmed transmission In reporting country,Total cases with possible or confirmed transmission Outside reporting country and outside China,Total cases with possible or confirmed transmission outside of China,Total cases with site of transmission under investigation,Total cases with travel history to China,Total deaths,Transmission classification,report date
1.0,Togo,0.0,,,,,,0.0,Imported cases only,2020-03-07
696.0,International conveyance (Japan),1.0,,,,,,6.0,Clusters of cases,2020-03-07
107.0,Hong Kong,,,,,,,2.0,,2020-03-07
10.0,Macau,,,,,,,0.0,,2020-03-07
45.0,Taiwan,,,,,,,1.0,,2020-03-07
80651.0,China,,,,,,,3070.0,,2020-03-07
101927.0,Total,,,,,,,3486.0,,2020-03-07
7134.0,Republic of Korea,0.0,,,,,,50.0,Local transmission,2020-03-08
455.0,Japan,0.0,,,,,,6.0,Local transmission,2020-03-08
138.0,Singapore,0.0,,,,,,0.0,Local transmission,2020-03-08
93.0,Malaysia,0.0,,,,,,0.0,Local transmission,2020-03-08
74.0,Australia,0.0,,,,,,3.0,Local transmission,2020-03-08
21.0,Viet Nam,0.0,,,,,,0.0,Local transmission,2020-03-08
6.0,Philippines,0.0,,,,,,1.0,Local transmission,2020-03-08
5.0,New Zealand,1.0,,,,,,0.0,Local transmission,2020-03-08
2.0,Cambodia,0.0,,,,,,0.0,Local transmission,2020-03-08
5883.0,Italy,0.0,,,,,,234.0,Local transmission,2020-03-08
795.0,Germany,0.0,,,,,,0.0,Local transmission,2020-03-08
706.0,France,0.0,,,,,,10.0,Local transmission,2020-03-08
430.0,Spain,0.0,,,,,,5.0,Local transmission,2020-03-08
264.0,Switzerland,0.0,,,,,,2.0,Local transmission,2020-03-08
210.0,United Kingdom,0.0,,,,,,2.0,Local transmission,2020-03-08
188.0,Netherlands,0.0,,,,,,1.0,Local transmission,2020-03-08
169.0,Belgium,0.0,,,,,,0.0,Local transmission,2020-03-08
161.0,Sweden,0.0,,,,,,0.0,Local transmission,2020-03-08
147.0,Norway,0.0,,,,,,0.0,Local transmission,2020-03-08
104.0,Austria,0.0,,,,,,0.0,Local transmission,2020-03-08
66.0,Greece,0.0,,,,,,0.0,Local transmission,2020-03-08
45.0,Iceland,1.0,,,,,,0.0,Local transmission,2020-03-08
31.0,Denmark,0.0,,,,,,0.0,Local transmission,2020-03-08
27.0,San Marino,0.0,,,,,,1.0,Local transmission,2020-03-08
26.0,Czechia,0.0,,,,,,0.0,Local transmission,2020-03-08
25.0,Israel,0.0,,,,,,0.0,Local transmission,2020-03-08
21.0,Portugal,0.0,,,,,,0.0,Local transmission,2020-03-08
19.0,Finland,1.0,,,,,,0.0,Local transmission,2020-03-08
19.0,Ireland,0.0,,,,,,0.0,Local transmission,2020-03-08
13.0,Romania,0.0,,,,,,0.0,Local transmission,2020-03-08
12.0,Georgia,0.0,,,,,,0.0,Imported cases only,2020-03-08
12.0,Slovenia,0.0,,,,,,0.0,Local transmission,2020-03-08
11.0,Croatia,1.0,,,,,,0.0,Local transmission,2020-03-08
10.0,Estonia,1.0,,,,,,0.0,Imported cases only,2020-03-08
9.0,Azerbaijan,1.0,,,,,,0.0,Imported cases only,2020-03-08
7.0,Hungary,0.0,,,,,,0.0,Local transmission,2020-03-08
7.0,Russian Federation,1.0,,,,,,0.0,Imported cases only,2020-03-08
6.0,Belarus,3.0,,,,,,0.0,Local transmission,2020-03-08
6.0,Poland,0.0,,,,,,0.0,Imported cases only,2020-03-08
3.0,Malta,0.0,,,,,,0.0,Imported cases only,2020-03-08
3.0,North Macedonia,1.0,,,,,,0.0,Imported cases only,2020-03-08
3.0,Slovakia,0.0,,,,,,0.0,Local transmission,2020-03-08
2.0,Bosnia and Herzegovina,3.0,,,,,,0.0,Local transmission,2020-03-08
2.0,Bulgaria,0.0,,,,,,0.0,Local transmission,2020-03-08
2.0,Luxembourg,1.0,,,,,,0.0,Imported cases only,2020-03-08
1.0,Andorra,5.0,,,,,,0.0,Imported cases only,2020-03-08
1.0,Armenia,6.0,,,,,,0.0,Imported cases only,2020-03-08
1.0,Holy See,2.0,,,,,,0.0,Under investigation,2020-03-08
1.0,Latvia,5.0,,,,,,0.0,Imported cases only,2020-03-08
1.0,Liechtenstein,2.0,,,,,,0.0,Imported cases only,2020-03-08
1.0,Lithuania,9.0,,,,,,0.0,Imported cases only,2020-03-08
1.0,Monaco,7.0,,,,,,0.0,Under investigation,2020-03-08
1.0,Republic of Moldova,0.0,,,,,,0.0,Imported cases only,2020-03-08
1.0,Serbia,2.0,,,,,,0.0,Under investigation,2020-03-08
1.0,Ukraine,4.0,,,,,,0.0,Imported cases only,2020-03-08
1.0,Faroe Islands,2.0,,,,,,0.0,Imported cases only,2020-03-08
1.0,Gibraltar,4.0,,,,,,0.0,Under investigation,2020-03-08
50.0,Thailand,0.0,,,,,,1.0,Local transmission,2020-03-08
34.0,India,0.0,,,,,,0.0,Local transmission,2020-03-08
4.0,Indonesia,1.0,,,,,,0.0,Local transmission,2020-03-08
2.0,Maldives,0.0,,,,,,0.0,Local transmission,2020-03-08
1.0,Bhutan,2.0,,,,,,0.0,Imported cases only,2020-03-08
1.0,Nepal,44.0,,,,,,0.0,Imported cases only,2020-03-08
1.0,Sri Lanka,41.0,,,,,,0.0,Imported cases only,2020-03-08
5823.0,Iran,0.0,,,,,,145.0,Local transmission,2020-03-08
62.0,Kuwait,0.0,,,,,,0.0,Imported cases only,2020-03-08
56.0,Bahrain,0.0,,,,,,0.0,Imported cases only,2020-03-08
54.0,Iraq,0.0,,,,,,4.0,Imported cases only,2020-03-08
48.0,Egypt,0.0,,,,,,0.0,Local transmission,2020-03-08
45.0,United Arab Emirates,1.0,,,,,,0.0,Local transmission,2020-03-08
28.0,Lebanon,0.0,,,,,,0.0,Local transmission,2020-03-08
16.0,Oman,2.0,,,,,,0.0,Imported cases only,2020-03-08
12.0,Qatar,0.0,,,,,,0.0,Imported cases only,2020-03-08
7.0,Saudi Arabia,0.0,,,,,,0.0,Imported cases only,2020-03-08
5.0,Pakistan,5.0,,,,,,0.0,Imported cases only,2020-03-08
4.0,Afghanistan,0.0,,,,,,0.0,Imported cases only,2020-03-08
2.0,Morocco,3.0,,,,,,0.0,Imported cases only,2020-03-08
1.0,Jordan,5.0,,,,,,0.0,Imported cases only,2020-03-08
1.0,Tunisia,5.0,,,,,,0.0,Imported cases only,2020-03-08
16.0,Occupied Palestinian Territory,1.0,,,,,,0.0,Local transmission,2020-03-08
213.0,United States of America,1.0,,,,,,11.0,Local transmission,2020-03-08
57.0,Canada,0.0,,,,,,0.0,Local transmission,2020-03-08
19.0,Brazil,0.0,,,,,,0.0,Local transmission,2020-03-08
14.0,Ecuador,1.0,,,,,,0.0,Local transmission,2020-03-08
9.0,Argentina,0.0,,,,,,1.0,Imported cases only,2020-03-08
7.0,Mexico,0.0,,,,,,0.0,Imported cases only,2020-03-08
6.0,Peru,1.0,,,,,,0.0,Local transmission,2020-03-08
5.0,Chile,1.0,,,,,,0.0,Imported cases only,2020-03-08
5.0,Costa Rica,0.0,,,,,,0.0,Imported cases only,2020-03-08
1.0,Colombia,1.0,,,,,,0.0,Imported cases only,2020-03-08
1.0,Dominican Republic,6.0,,,,,,0.0,Imported cases only,2020-03-08
5.0,French Guiana,0.0,,,,,,0.0,Imported cases only,2020-03-08
2.0,Martinique,0.0,,,,,,0.0,Imported cases only,2020-03-08
2.0,Saint Martin,5.0,,,,,,0.0,Under investigation,2020-03-08
1.0,Saint Barthélemy,5.0,,,,,,0.0,Under investigation,2020-03-08
17.0,Algeria,1.0,,,,,,0.0,Local transmission,2020-03-08
4.0,Senegal,3.0,,,,,,0.0,Imported cases only,2020-03-08
2.0,Cameroon,1.0,,,,,,0.0,Local transmission,2020-03-08
2.0,South Africa,0.0,,,,,,0.0,Imported cases only,2020-03-08
1.0,Nigeria,9.0,,,,,,0.0,Imported cases only,2020-03-08
1.0,Togo,1.0,,,,,,0.0,Imported cases only,2020-03-08
696.0,International conveyance (Japan),0.0,,,,,,7.0,Local transmission,2020-03-08
109.0,Hong Kong,,,,,,,2.0,,2020-03-08
10.0,Macau,,,,,,,0.0,,2020-03-08
45.0,Taiwan,,,,,,,1.0,,2020-03-08
80695.0,China,,,,,,,3097.0,,2020-03-08
105586.0,Total,,,,,,,3584.0,,2020-03-08
7382.0,Republic of Korea,0.0,,,,,,51.0,Local transmission,2020-03-09
488.0,Japan,0.0,,,,,,7.0,Local transmission,2020-03-09
150.0,Singapore,0.0,,,,,,0.0,Local transmission,2020-03-09
93.0,Malaysia,1.0,,,,,,0.0,Local transmission,2020-03-09
77.0,Australia,0.0,,,,,,3.0,Local transmission,2020-03-09
30.0,Viet Nam,0.0,,,,,,0.0,Local transmission,2020-03-09
10.0,Philippines,0.0,,,,,,1.0,Local transmission,2020-03-09
5.0,New Zealand,2.0,,,,,,0.0,Local transmission,2020-03-09
2.0,Cambodia,1.0,,,,,,0.0,Local transmission,2020-03-09
7375.0,Italy,0.0,,,,,,366.0,Local transmission,2020-03-09
1116.0,France,0.0,,,,,,19.0,Local transmission,2020-03-09
1112.0,Germany,0.0,,,,,,0.0,Local transmission,2020-03-09
589.0,Spain,0.0,,,,,,10.0,Local transmission,2020-03-09
332.0,Switzerland,0.0,,,,,,2.0,Local transmission,2020-03-09
277.0,United Kingdom,0.0,,,,,,2.0,Local transmission,2020-03-09
265.0,Netherlands,0.0,,,,,,3.0,Local transmission,2020-03-09
203.0,Sweden,0.0,,,,,,0.0,Local transmission,2020-03-09
200.0,Belgium,0.0,,,,,,0.0,Local transmission,2020-03-09
169.0,Norway,0.0,,,,,,0.0,Local transmission,2020-03-09
112.0,Austria,0.0,,,,,,0.0,Local transmission,2020-03-09
73.0,Greece,0.0,,,,,,0.0,Local transmission,2020-03-09
55.0,Iceland,0.0,,,,,,0.0,Local transmission,2020-03-09
39.0,Israel,0.0,,,,,,0.0,Local transmission,2020-03-09
37.0,San Marino,0.0,,,,,,1.0,Local transmission,2020-03-09
36.0,Denmark,0.0,,,,,,0.0,Local transmission,2020-03-09
32.0,Czechia,0.0,,,,,,0.0,Local transmission,2020-03-09
30.0,Finland,0.0,,,,,,0.0,Local transmission,2020-03-09
30.0,Portugal,0.0,,,,,,0.0,Local transmission,2020-03-09
21.0,Ireland,0.0,,,,,,0.0,Local transmission,2020-03-09
16.0,Slovenia,0.0,,,,,,0.0,Local transmission,2020-03-09
15.0,Romania,0.0,,,,,,0.0,Local transmission,2020-03-09
13.0,Georgia,0.0,,,,,,0.0,Imported cases only,2020-03-09
11.0,Croatia,2.0,,,,,,0.0,Local transmission,2020-03-09
11.0,Poland,0.0,,,,,,0.0,Imported cases only,2020-03-09
10.0,Estonia,2.0,,,,,,0.0,Imported cases only,2020-03-09
9.0,Azerbaijan,2.0,,,,,,0.0,Imported cases only,2020-03-09
9.0,Hungary,0.0,,,,,,0.0,Local transmission,2020-03-09
7.0,Russian Federation,2.0,,,,,,0.0,Imported cases only,2020-03-09
6.0,Belarus,4.0,,,,,,0.0,Local transmission,2020-03-09
5.0,Slovakia,0.0,,,,,,0.0,Local transmission,2020-03-09
4.0,Bulgaria,0.0,,,,,,0.0,Local transmission,2020-03-09
3.0,Latvia,0.0,,,,,,0.0,Imported cases only,2020-03-09
3.0,Malta,1.0,,,,,,0.0,Imported cases only,2020-03-09
3.0,North Macedonia,2.0,,,,,,0.0,Imported cases only,2020-03-09
2.0,Albania,0.0,,,,,,0.0,Imported cases only,2020-03-09
2.0,Bosnia and Herzegovina,4.0,,,,,,0.0,Local transmission,2020-03-09
2.0,Luxembourg,2.0,,,,,,0.0,Imported cases only,2020-03-09
1.0,Andorra,6.0,,,,,,0.0,Imported cases only,2020-03-09
1.0,Armenia,7.0,,,,,,0.0,Imported cases only,2020-03-09
1.0,Holy See,3.0,,,,,,0.0,Under investigation,2020-03-09
1.0,Liechtenstein,3.0,,,,,,0.0,Imported cases only,2020-03-09
1.0,Lithuania,10.0,,,,,,0.0,Imported cases only,2020-03-09
1.0,Monaco,8.0,,,,,,0.0,Under investigation,2020-03-09
1.0,Republic of Moldova,1.0,,,,,,0.0,Imported cases only,2020-03-09
1.0,Serbia,3.0,,,,,,0.0,Under investigation,2020-03-09
1.0,Ukraine,5.0,,,,,,0.0,Imported cases only,2020-03-09
2.0,Faroe Islands,0.0,,,,,,0.0,Imported cases only,2020-03-09
1.0,Gibraltar,5.0,,,,,,0.0,Under investigation,2020-03-09
50.0,Thailand,1.0,,,,,,1.0,Local transmission,2020-03-09
43.0,India,0.0,,,,,,0.0,Local transmission,2020-03-09
6.0,Indonesia,0.0,,,,,,0.0,Local transmission,2020-03-09
4.0,Maldives,0.0,,,,,,0.0,Local transmission,2020-03-09
3.0,Bangladesh,0.0,,,,,,0.0,Local transmission,2020-03-09
1.0,Bhutan,3.0,,,,,,0.0,Imported cases only,2020-03-09
1.0,Nepal,45.0,,,,,,0.0,Imported cases only,2020-03-09
1.0,Sri Lanka,42.0,,,,,,0.0,Imported cases only,2020-03-09
6566.0,Iran,0.0,,,,,,194.0,Local transmission,2020-03-09
79.0,Bahrain,0.0,,,,,,0.0,Local transmission,2020-03-09
64.0,Kuwait,0.0,,,,,,0.0,Imported cases only,2020-03-09
60.0,Iraq,0.0,,,,,,6.0,Local transmission,2020-03-09
55.0,Egypt,0.0,,,,,,1.0,Local transmission,2020-03-09
45.0,United Arab Emirates,2.0,,,,,,0.0,Local transmission,2020-03-09
32.0,Lebanon,0.0,,,,,,0.0,Local transmission,2020-03-09
16.0,Oman,3.0,,,,,,0.0,Imported cases only,2020-03-09
15.0,Qatar,0.0,,,,,,0.0,Imported cases only,2020-03-09
15.0,Saudi Arabia,0.0,,,,,,0.0,Imported cases only,2020-03-09
6.0,Pakistan,0.0,,,,,,0.0,Imported cases only,2020-03-09
4.0,Afghanistan,1.0,,,,,,0.0,Imported cases only,2020-03-09
2.0,Morocco,4.0,,,,,,0.0,Imported cases only,2020-03-09
2.0,Tunisia,0.0,,,,,,0.0,Imported cases only,2020-03-09
1.0,Jordan,6.0,,,,,,0.0,Imported cases only,2020-03-09
19.0,Occupied Palestinian Territory,0.0,,,,,,0.0,Local transmission,2020-03-09
213.0,United States of America,2.0,,,,,,11.0,Local transmission,2020-03-09
62.0,Canada,0.0,,,,,,0.0,Local transmission,2020-03-09
25.0,Brazil,0.0,,,,,,0.0,Local transmission,2020-03-09
15.0,Ecuador,0.0,,,,,,0.0,Local transmission,2020-03-09
12.0,Argentina,0.0,,,,,,1.0,Imported cases only,2020-03-09
10.0,Chile,0.0,,,,,,0.0,Local transmission,2020-03-09
9.0,Costa Rica,0.0,,,,,,0.0,Local transmission,2020-03-09
7.0,Mexico,1.0,,,,,,0.0,Imported cases only,2020-03-09
6.0,Peru,2.0,,,,,,0.0,Local transmission,2020-03-09
1.0,Colombia,2.0,,,,,,0.0,Imported cases only,2020-03-09
1.0,Dominican Republic,7.0,,,,,,0.0,Imported cases only,2020-03-09
1.0,Paraguay,0.0,,,,,,0.0,Imported cases only,2020-03-09
5.0,French Guiana,1.0,,,,,,0.0,Imported cases only,2020-03-09
2.0,Martinique,1.0,,,,,,0.0,Imported cases only,2020-03-09
2.0,Saint Martin,6.0,,,,,,0.0,Under investigation,2020-03-09
1.0,Saint Barthélemy,6.0,,,,,,0.0,Under investigation,2020-03-09
20.0,Algeria,0.0,,,,,,0.0,Local transmission,2020-03-09
4.0,Senegal,4.0,,,,,,0.0,Imported cases only,2020-03-09
3.0,South Africa,0.0,,,,,,0.0,Imported cases only,2020-03-09
2.0,Cameroon,2.0,,,,,,0.0,Local transmission,2020-03-09
2.0,Nigeria,0.0,,,,,,0.0,Imported cases only,2020-03-09
1.0,Togo,2.0,,,,,,0.0,Imported cases only,2020-03-09
696.0,International conveyance (Japan),1.0,,,,,,7.0,Local transmission,2020-03-09
114.0,Hong Kong,,,,,,,3.0,,2020-03-09
10.0,Macau,,,,,,,0.0,,2020-03-09
45.0,Taiwan,,,,,,,1.0,,2020-03-09
80735.0,China,,,,,,,3119.0,,2020-03-09
109577.0,Total,,,,,,,3809.0,,2020-03-09
7513.0,Republic of Korea,0.0,,,,,,54.0,Local transmission,2020-03-10
514.0,Japan,0.0,,,,,,9.0,Local transmission,2020-03-10
160.0,Singapore,0.0,,,,,,0.0,Local transmission,2020-03-10
117.0,Malaysia,0.0,,,,,,0.0,Local transmission,2020-03-10
92.0,Australia,0.0,,,,,,3.0,Local transmission,2020-03-10
33.0,Philippines,0.0,,,,,,1.0,Local transmission,2020-03-10
31.0,Viet Nam,0.0,,,,,,0.0,Local transmission,2020-03-10
5.0,New Zealand,3.0,,,,,,0.0,Local transmission,2020-03-10
2.0,Cambodia,2.0,,,,,,0.0,Local transmission,2020-03-10
1.0,Brunei Darussalam,0.0,,,,,,0.0,Imported cases only,2020-03-10
1.0,Mongolia,0.0,,,,,,0.0,Imported cases only,2020-03-10
9172.0,Italy,0.0,,,,,,463.0,Local transmission,2020-03-10
1402.0,France,0.0,,,,,,30.0,Local transmission,2020-03-10
1139.0,Germany,0.0,,,,,,2.0,Local transmission,2020-03-10
1024.0,Spain,0.0,,,,,,28.0,Local transmission,2020-03-10
332.0,Switzerland,1.0,,,,,,2.0,Local transmission,2020-03-10
323.0,United Kingdom,0.0,,,,,,3.0,Local transmission,2020-03-10
321.0,Netherlands,0.0,,,,,,3.0,Local transmission,2020-03-10
248.0,Sweden,0.0,,,,,,0.0,Local transmission,2020-03-10
239.0,Belgium,0.0,,,,,,0.0,Local transmission,2020-03-10
192.0,Norway,0.0,,,,,,0.0,Local transmission,2020-03-10
131.0,Austria,0.0,,,,,,0.0,Local transmission,2020-03-10
90.0,Denmark,0.0,,,,,,0.0,Local transmission,2020-03-10
73.0,Greece,1.0,,,,,,0.0,Local transmission,2020-03-10
55.0,Iceland,2.0,,,,,,0.0,Local transmission,2020-03-10
49.0,San Marino,0.0,,,,,,2.0,Local transmission,2020-03-10
40.0,Finland,0.0,,,,,,0.0,Local transmission,2020-03-10
39.0,Israel,1.0,,,,,,0.0,Local transmission,2020-03-10
38.0,Czechia,0.0,,,,,,0.0,Local transmission,2020-03-10
30.0,Portugal,1.0,,,,,,0.0,Local transmission,2020-03-10
24.0,Ireland,0.0,,,,,,0.0,Local transmission,2020-03-10
23.0,Slovenia,0.0,,,,,,0.0,Local transmission,2020-03-10
16.0,Poland,0.0,,,,,,0.0,Local transmission,2020-03-10
15.0,Georgia,0.0,,,,,,0.0,Imported cases only,2020-03-10
15.0,Romania,1.0,,,,,,0.0,Local transmission,2020-03-10
12.0,Croatia,0.0,,,,,,0.0,Local transmission,2020-03-10
10.0,Estonia,3.0,,,,,,0.0,Imported cases only,2020-03-10
9.0,Azerbaijan,3.0,,,,,,0.0,Imported cases only,2020-03-10
9.0,Hungary,1.0,,,,,,0.0,Local transmission,2020-03-10
7.0,North Macedonia,0.0,,,,,,0.0,Local transmission,2020-03-10
7.0,Russian Federation,3.0,,,,,,0.0,Imported cases only,2020-03-10
7.0,Slovakia,0.0,,,,,,0.0,Local transmission,2020-03-10
6.0,Belarus,5.0,,,,,,0.0,Local transmission,2020-03-10
6.0,Latvia,0.0,,,,,,0.0,Imported cases only,2020-03-10
5.0,Luxembourg,0.0,,,,,,0.0,Imported cases only,2020-03-10
4.0,Bulgaria,2.0,,,,,,0.0,Local transmission,2020-03-10
4.0,Malta,0.0,,,,,,0.0,Imported cases only,2020-03-10
2.0,Albania,1.0,,,,,,0.0,Imported cases only,2020-03-10
2.0,Bosnia and Herzegovina,5.0,,,,,,0.0,Local transmission,2020-03-10
2.0,Cyprus,0.0,,,,,,0.0,Imported cases only,2020-03-10
1.0,Andorra,7.0,,,,,,0.0,Imported cases only,2020-03-10
1.0,Armenia,8.0,,,,,,0.0,Imported cases only,2020-03-10
1.0,Holy See,4.0,,,,,,0.0,Under investigation,2020-03-10
1.0,Liechtenstein,4.0,,,,,,0.0,Imported cases only,2020-03-10
1.0,Lithuania,11.0,,,,,,0.0,Imported cases only,2020-03-10
1.0,Monaco,9.0,,,,,,0.0,Under investigation,2020-03-10
1.0,Republic of Moldova,2.0,,,,,,0.0,Imported cases only,2020-03-10
1.0,Serbia,4.0,,,,,,0.0,Under investigation,2020-03-10
1.0,Ukraine,6.0,,,,,,0.0,Imported cases only,2020-03-10
2.0,Faroe Islands,1.0,,,,,,0.0,Imported cases only,2020-03-10
1.0,Gibraltar,6.0,,,,,,0.0,Under investigation,2020-03-10
1.0,Guernsey,0.0,,,,,,0.0,Imported cases only,2020-03-10
53.0,Thailand,0.0,,,,,,1.0,Local transmission,2020-03-10
44.0,India,0.0,,,,,,0.0,Local transmission,2020-03-10
19.0,Indonesia,0.0,,,,,,0.0,Local transmission,2020-03-10
4.0,Maldives,1.0,,,,,,0.0,Local transmission,2020-03-10
3.0,Bangladesh,1.0,,,,,,0.0,Local transmission,2020-03-10
1.0,Bhutan,4.0,,,,,,0.0,Imported cases only,2020-03-10
1.0,Nepal,46.0,,,,,,0.0,Imported cases only,2020-03-10
1.0,Sri Lanka,43.0,,,,,,0.0,Imported cases only,2020-03-10
7161.0,Iran,0.0,,,,,,237.0,Local transmission,2020-03-10
109.0,Bahrain,0.0,,,,,,0.0,Local transmission,2020-03-10
65.0,Kuwait,0.0,,,,,,0.0,Imported cases only,2020-03-10
61.0,Iraq,0.0,,,,,,6.0,Local transmission,2020-03-10
59.0,Egypt,0.0,,,,,,1.0,Local transmission,2020-03-10
59.0,United Arab Emirates,0.0,,,,,,0.0,Local transmission,2020-03-10
41.0,Lebanon,0.0,,,,,,0.0,Local transmission,2020-03-10
18.0,Oman,0.0,,,,,,0.0,Imported cases only,2020-03-10
18.0,Qatar,0.0,,,,,,0.0,Imported cases only,2020-03-10
16.0,Pakistan,0.0,,,,,,0.0,Local transmission,2020-03-10
15.0,Saudi Arabia,1.0,,,,,,0.0,Imported cases only,2020-03-10
4.0,Afghanistan,2.0,,,,,,0.0,Imported cases only,2020-03-10
2.0,Morocco,5.0,,,,,,0.0,Imported cases only,2020-03-10
2.0,Tunisia,1.0,,,,,,0.0,Imported cases only,2020-03-10
1.0,Jordan,7.0,,,,,,0.0,Imported cases only,2020-03-10
26.0,Occupied Palestinian Territory,0.0,,,,,,0.0,Local transmission,2020-03-10
472.0,United States of America,0.0,,,,,,19.0,Local transmission,2020-03-10
77.0,Canada,0.0,,,,,,0.0,Local transmission,2020-03-10
25.0,Brazil,1.0,,,,,,0.0,Local transmission,2020-03-10
15.0,Ecuador,1.0,,,,,,0.0,Local transmission,2020-03-10
13.0,Chile,0.0,,,,,,0.0,Local transmission,2020-03-10
12.0,Argentina,1.0,,,,,,1.0,Imported cases only,2020-03-10
9.0,Costa Rica,1.0,,,,,,0.0,Local transmission,2020-03-10
9.0,Peru,0.0,,,,,,0.0,Local transmission,2020-03-10
7.0,Mexico,2.0,,,,,,0.0,Imported cases only,2020-03-10
5.0,Dominican Republic,0.0,,,,,,0.0,Imported cases only,2020-03-10
3.0,Colombia,0.0,,,,,,0.0,Imported cases only,2020-03-10
1.0,Panama,0.0,,,,,,0.0,Imported cases only,2020-03-10
1.0,Paraguay,1.0,,,,,,0.0,Imported cases only,2020-03-10
5.0,French Guiana,2.0,,,,,,0.0,Imported cases only,2020-03-10
2.0,Martinique,2.0,,,,,,0.0,Imported cases only,2020-03-10
2.0,Saint Martin,7.0,,,,,,0.0,Under investigation,2020-03-10
1.0,Saint Barthélemy,7.0,,,,,,0.0,Under investigation,2020-03-10
20.0,Algeria,1.0,,,,,,0.0,Local transmission,2020-03-10
7.0,South Africa,0.0,,,,,,0.0,Imported cases only,2020-03-10
4.0,Senegal,5.0,,,,,,0.0,Imported cases only,2020-03-10
2.0,Cameroon,3.0,,,,,,0.0,Local transmission,2020-03-10
2.0,Nigeria,1.0,,,,,,0.0,Imported cases only,2020-03-10
1.0,Togo,3.0,,,,,,0.0,Imported cases only,2020-03-10
696.0,International conveyance (Japan),2.0,,,,,,7.0,Local transmission,2020-03-10
115.0,Hong Kong,,,,,,,3.0,,2020-03-10
10.0,Macau,,,,,,,0.0,,2020-03-10
45.0,Taiwan,,,,,,,1.0,,2020-03-10
80754.0,China,,,,,,,3136.0,,2020-03-10
113702.0,Total,,,,,,,4012.0,,2020-03-10
7755.0,Republic of Korea,0.0,,,,,,60.0,Local transmission,2020-03-11
568.0,Japan,0.0,,,,,,12.0,Local transmission,2020-03-11
166.0,Singapore,0.0,,,,,,0.0,Local transmission,2020-03-11
129.0,Malaysia,0.0,,,,,,0.0,Local transmission,2020-03-11
112.0,Australia,0.0,,,,,,3.0,Local transmission,2020-03-11
49.0,Philippines,0.0,,,,,,1.0,Local transmission,2020-03-11
35.0,Viet Nam,0.0,,,,,,0.0,Local transmission,2020-03-11
5.0,New Zealand,4.0,,,,,,0.0,Local transmission,2020-03-11
3.0,Cambodia,0.0,,,,,,0.0,Local transmission,2020-03-11
1.0,Brunei Darussalam,1.0,,,,,,0.0,Imported cases only,2020-03-11
1.0,Mongolia,1.0,,,,,,0.0,Imported cases only,2020-03-11
10149.0,Italy,0.0,,,,,,631.0,Local transmission,2020-03-11
1774.0,France,0.0,,,,,,33.0,Local transmission,2020-03-11
1639.0,Spain,0.0,,,,,,36.0,Local transmission,2020-03-11
1296.0,Germany,0.0,,,,,,2.0,Local transmission,2020-03-11
491.0,Switzerland,0.0,,,,,,3.0,Local transmission,2020-03-11
382.0,Netherlands,0.0,,,,,,4.0,Local transmission,2020-03-11
373.0,United Kingdom,0.0,,,,,,6.0,Local transmission,2020-03-11
326.0,Sweden,0.0,,,,,,0.0,Local transmission,2020-03-11
277.0,Norway,0.0,,,,,,0.0,Local transmission,2020-03-11
267.0,Belgium,0.0,,,,,,0.0,Local transmission,2020-03-11
262.0,Denmark,0.0,,,,,,0.0,Local transmission,2020-03-11
182.0,Austria,0.0,,,,,,0.0,Local transmission,2020-03-11
89.0,Greece,0.0,,,,,,0.0,Local transmission,2020-03-11
75.0,Israel,0.0,,,,,,0.0,Local transmission,2020-03-11
63.0,San Marino,0.0,,,,,,2.0,Local transmission,2020-03-11
61.0,Czechia,0.0,,,,,,0.0,Local transmission,2020-03-11
61.0,Iceland,1.0,,,,,,0.0,Local transmission,2020-03-11
41.0,Portugal,0.0,,,,,,0.0,Local transmission,2020-03-11
40.0,Finland,1.0,,,,,,0.0,Local transmission,2020-03-11
34.0,Ireland,0.0,,,,,,0.0,Local transmission,2020-03-11
31.0,Slovenia,0.0,,,,,,0.0,Local transmission,2020-03-11
25.0,Romania,0.0,,,,,,0.0,Local transmission,2020-03-11
23.0,Georgia,0.0,,,,,,0.0,Imported cases only,2020-03-11
22.0,Poland,0.0,,,,,,0.0,Local transmission,2020-03-11
16.0,Croatia,0.0,,,,,,0.0,Local transmission,2020-03-11
13.0,Estonia,0.0,,,,,,0.0,Imported cases only,2020-03-11
13.0,Hungary,0.0,,,,,,0.0,Local transmission,2020-03-11
12.0,Serbia,0.0,,,,,,0.0,Local transmission,2020-03-11
10.0,Albania,0.0,,,,,,0.0,Local transmission,2020-03-11
6.0,Bulgaria,0.0,,,,,,0.0,Local transmission,2020-03-11
9.0,Azerbaijan,4.0,,,,,,0.0,Imported cases only,2020-03-11
9.0,Belarus,0.0,,,,,,0.0,Local transmission,2020-03-11
8.0,Latvia,0.0,,,,,,0.0,Imported cases only,2020-03-11
7.0,North Macedonia,1.0,,,,,,0.0,Local transmission,2020-03-11
7.0,Russian Federation,4.0,,,,,,0.0,Imported cases only,2020-03-11
7.0,Slovakia,1.0,,,,,,0.0,Local transmission,2020-03-11
5.0,Luxembourg,1.0,,,,,,0.0,Imported cases only,2020-03-11
4.0,Bosnia and Herzegovina,0.0,,,,,,0.0,Local transmission,2020-03-11
4.0,Malta,1.0,,,,,,0.0,Imported cases only,2020-03-11
